avg,evals,gen,max,min,std
0.04633333333333334,600,0,1.0,0.0,0.1207748134155278
0.09833333333333333,600,1,2.2,0.0,0.2190826835288956
0.22066666666666668,600,2,2.8,0.0,0.34771572041284277
0.4126666666666667,600,3,2.4,0.0,0.4113063200206008
0.518,600,4,3.0,0.0,0.48793032289457067
0.6706666666666667,600,5,4.0,0.0,0.6109606279367672
0.9206666666666666,600,6,5.0,0.0,0.8896288864214985
1.2433333333333334,600,7,6.2,0.0,1.1062197892924452
1.686,600,8,5.8,0.0,1.259234158791234
1.886,600,9,7.2,0.0,1.3599769605891614
2.0436666666666663,600,10,6.6,0.0,1.397912690009247
2.230666666666667,600,11,6.8,0.0,1.422577316781841
2.3603333333333336,600,12,8.6,0.0,1.6171043737358315
2.534333333333333,600,13,12.6,0.0,1.7785446922195187
2.965,600,14,15.4,0.0,2.207964749114744
4.648333333333333,600,15,17.0,0.0,3.744293064859581
7.107333333333334,600,16,19.2,0.0,4.43079521330226
7.307999999999999,600,17,17.8,0.0,4.45815387800825
7.985666666666666,600,18,19.2,0.0,4.568062450925508
7.903666666666668,600,19,20.2,0.0,4.956892832768887
8.457,600,20,20.4,0.0,5.011375493148895
8.296333333333331,600,21,24.0,0.0,5.162556203621957
8.635,600,22,22.0,0.0,5.213090094496098
9.183,600,23,25.4,0.0,5.854677133141787
10.771,600,24,25.0,0.0,6.208877434770314
12.877666666666668,600,25,28.2,0.0,7.2585146246016174
12.765,600,26,25.6,0.0,7.461468242466313
13.170666666666666,600,27,26.2,0.0,7.417425848784888
13.283666666666667,600,28,27.0,0.0,7.178867126658789
13.367333333333333,600,29,26.4,0.0,7.441953118786911
12.906666666666666,600,30,27.2,0.0,7.647916201307532
13.052333333333333,600,31,29.2,0.0,7.311998898310153
12.953999999999999,600,32,26.6,0.0,7.409085683582466
13.290999999999999,600,33,27.8,0.0,7.331860996136429
13.463,600,34,28.6,0.0,7.457208883579254
12.399333333333335,600,35,28.2,0.0,7.790190384208991
13.070333333333332,600,36,34.8,0.0,7.433818212885099
13.4,600,37,29.2,0.0,7.563570585378311
12.753666666666666,600,38,27.6,0.0,8.161343019925635
13.282333333333332,600,39,33.2,0.0,8.16201494049655
13.879666666666665,600,40,34.8,0.0,8.577147149386107
12.944333333333335,600,41,31.6,0.0,9.332882792697133
14.542333333333334,600,42,31.4,0.0,9.539647506881769
14.145333333333335,600,43,34.8,0.0,9.32460963734616
14.696,600,44,33.0,0.0,9.325369554786198
14.696666666666667,600,45,35.8,0.0,9.552932650355189
14.328333333333337,600,46,33.8,0.0,9.599041474138042
14.593666666666667,600,47,38.0,0.0,9.837887301425829
14.806333333333333,600,48,33.6,0.0,10.289698402879562
15.184333333333331,600,49,38.4,0.0,11.111043510349912
