avg,evals,gen,max,min,std
0.054,500,0,1.0,0.0,0.13698175060934212
0.10119999999999998,500,1,1.6,0.0,0.2053254976859913
0.2,500,2,2.2,0.0,0.3217452408350433
0.3876,500,3,2.6,0.0,0.4379112238799092
0.592,500,4,2.0,0.0,0.44714203559942783
0.6352000000000001,500,5,2.8,0.0,0.5025146366027561
0.8352,500,6,3.8,0.0,0.6600916300029868
1.1123999999999998,500,7,5.2,0.0,0.9517595494661453
1.4547999999999999,500,8,5.2,0.0,1.1118079690306237
1.6624,500,9,6.4,0.0,1.124751634806547
1.6476,500,10,6.6,0.0,1.1722347205231554
1.6468,500,11,6.6,0.0,1.2187082341561495
1.63,500,12,6.0,0.0,1.2131858884771123
1.6872,500,13,7.0,0.0,1.2316802182384843
1.6136000000000001,500,14,6.6,0.0,1.1973199405338575
1.7612,500,15,6.8,0.0,1.2668759055250833
1.6044,500,16,6.2,0.0,1.2252920631424984
1.7695999999999998,500,17,6.4,0.0,1.2242368398312478
1.8228,500,18,6.2,0.0,1.288239170340663
1.7928,500,19,6.8,0.0,1.4498372874222816
2.096,500,20,8.2,0.0,1.5817155243595482
2.4543999999999997,500,21,9.6,0.0,1.7895029030431886
2.6271999999999998,500,22,8.8,0.0,1.904242673610693
3.052,500,23,18.4,0.0,2.173774597330643
3.5128000000000004,500,24,12.4,0.0,2.443292074230995
4.4456,500,25,18.2,0.0,3.446134158734973
6.308799999999999,500,26,19.6,0.0,5.04826332118284
7.39,500,27,20.6,0.0,5.3574154216375645
7.4164,500,28,20.2,0.0,5.31974163282391
7.614000000000001,500,29,20.8,0.0,5.369085955728405
7.344399999999999,500,30,18.8,0.0,5.273180125882293
8.01,500,31,19.0,0.0,5.144128692013838
7.7192,500,32,20.8,0.0,4.988052862590773
7.8544,500,33,20.4,0.0,5.300332125442706
8.0496,500,34,19.8,0.0,5.166192005723365
7.286,500,35,19.4,0.0,5.384916341040035
7.518800000000001,500,36,20.8,0.0,5.085607786685875
7.462400000000001,500,37,23.2,0.0,5.346186139670036
8.814,500,38,22.8,0.0,5.907896749267036
10.4236,500,39,24.4,0.0,7.185196103099762
14.646799999999999,500,40,25.0,0.0,7.550531753459488
14.587200000000001,500,41,24.4,0.0,7.823185806306789
14.533599999999998,500,42,24.4,0.0,8.013053789910561
14.4148,500,43,25.6,0.0,8.155558899302978
13.7512,500,44,24.6,0.0,8.132218550924463
15.050399999999998,500,45,25.2,0.0,7.437323432525979
15.561200000000001,500,46,27.2,0.0,7.368669795831538
15.648,500,47,26.6,0.0,7.516090473111669
15.670399999999997,500,48,27.6,0.0,7.590752521324878
15.334400000000002,500,49,25.8,0.0,7.809216134798677
14.541199999999998,500,50,25.4,0.0,8.204388006426806
14.8856,500,51,25.6,0.0,7.8382263708060895
14.868400000000001,500,52,24.6,0.0,7.80811125945321
14.331599999999998,500,53,26.0,0.0,8.26227338206622
14.4372,500,54,25.8,0.0,8.221180946798338
14.1072,500,55,24.4,0.0,8.424508778557952
14.4412,500,56,25.4,0.0,8.192307523524736
14.536,500,57,24.6,0.0,8.278767057962193
13.545599999999999,500,58,24.8,0.0,8.710384643630842
14.0036,500,59,24.8,0.0,8.511314060707663
14.354400000000002,500,60,25.0,0.0,8.532957320882367
14.726,500,61,24.2,0.0,8.329305133082832
14.7524,500,62,26.0,0.0,8.412384575136826
14.040400000000002,500,63,25.4,0.0,8.558002561345726
14.390799999999999,500,64,25.8,0.0,8.571692677645412
14.0936,500,65,25.2,0.0,8.711695531869786
14.411599999999998,500,66,26.4,0.0,8.492902062310622
14.520400000000002,500,67,25.8,0.0,8.377702778208356
13.3076,500,68,24.6,0.0,8.740106534819812
15.3888,500,69,25.8,0.0,8.112865989279005
15.008400000000002,500,70,26.2,0.0,8.381303564482078
14.428799999999999,500,71,25.8,0.0,8.697161063243568
14.7424,500,72,26.0,0.0,8.449475855933313
14.927200000000001,500,73,28.0,0.0,8.584188963437374
15.0932,500,74,27.4,0.0,8.535246555314028
15.6284,500,75,26.4,0.0,8.194080390135307
15.693599999999998,500,76,27.4,0.0,8.344312975913596
16.226,500,77,27.0,0.0,8.23909970809918
16.2948,500,78,27.2,0.0,8.312432433409608
16.106,500,79,27.4,0.0,8.512882238114187
15.7552,500,80,26.4,0.0,8.70390676420652
16.456400000000002,500,81,27.6,0.0,8.310086584386472
15.559199999999999,500,82,28.8,0.0,8.859540358280446
15.813600000000001,500,83,27.2,0.0,8.570291420949465
16.0184,500,84,27.8,0.0,8.59375479287139
14.9572,500,85,27.0,0.0,9.104627843025765
15.711200000000002,500,86,27.8,0.0,8.672731666551202
15.625200000000001,500,87,27.6,0.0,8.74030233802012
16.1792,500,88,28.0,0.0,8.411033667748573
15.766399999999999,500,89,26.8,0.0,8.802317367602694
15.576,500,90,27.2,0.0,8.719801832610647
16.118,500,91,27.8,0.0,8.662179633325552
15.8992,500,92,27.8,0.0,8.639189739784628
15.8824,500,93,28.0,0.0,8.8624652461942
16.4776,500,94,28.0,0.0,8.483804467336574
15.4828,500,95,28.0,0.0,8.831594655553436
15.858799999999999,500,96,26.4,0.0,8.765066032837403
15.255199999999999,500,97,28.6,0.0,9.19911261807355
16.727199999999996,500,98,28.6,0.0,8.467735243853577
15.497599999999998,500,99,28.6,0.0,8.866850299852818
15.390799999999999,500,100,26.6,0.0,8.760474608147666
15.334400000000002,500,101,27.8,0.0,8.876540803714024
15.5396,500,102,28.8,0.0,8.787024060511044
15.43,500,103,27.0,0.0,8.61783151378582
14.935199999999998,500,104,27.8,0.0,9.128020648530546
