avg,evals,gen,max,min,std
0.07200000000000001,300,0,1.8,0.0,0.19836666386601687
0.12533333333333332,300,1,2.2,0.0,0.26837453099891745
0.3086666666666667,300,2,1.6,0.0,0.368860708428293
0.5606666666666668,300,3,3.2,0.0,0.5056212899877623
0.6486666666666667,300,4,2.0,0.0,0.48596799162999293
0.7586666666666666,300,5,3.4,0.0,0.6247331874933134
1.0753333333333335,300,6,3.8,0.0,0.8081614250190916
1.398,300,7,4.8,0.0,0.9593727117236553
1.6260000000000001,300,8,5.0,0.0,1.1162992430347698
1.696,300,9,7.2,0.0,1.1589006284693553
1.775333333333333,300,10,5.2,0.0,1.1546102757592662
1.7553333333333334,300,11,5.4,0.0,1.2233307901880923
1.9980000000000002,300,12,5.4,0.0,1.175469835143945
2.0646666666666667,300,13,5.8,0.0,1.1925120078594131
2.1433333333333335,300,14,5.6,0.0,1.1208875451573583
2.203333333333333,300,15,5.8,0.0,1.1429153755005466
1.9893333333333332,300,16,6.4,0.0,1.1185196566096738
2.15,300,17,6.0,0.0,1.2681876832708951
2.19,300,18,6.2,0.0,1.2119543445746352
2.184,300,19,7.4,0.0,1.3584343929686116
2.186,300,20,6.0,0.0,1.2275466046821468
2.1140000000000003,300,21,5.8,0.0,1.2120247522224947
2.338,300,22,6.0,0.0,1.412995399850969
2.24,300,23,6.8,0.0,1.425014619808045
2.3240000000000003,300,24,10.2,0.0,1.402126004798903
2.3653333333333335,300,25,14.6,0.0,1.910357267342653
2.6926666666666663,300,26,17.2,0.0,2.5366801576513787
3.914666666666667,300,27,16.2,0.0,3.8094861712426376
6.6659999999999995,300,28,18.8,0.0,5.108350418677246
7.641333333333334,300,29,18.4,0.0,4.920774826070472
7.867333333333333,300,30,17.6,0.0,4.870824662096644
7.813999999999999,300,31,17.2,0.0,4.917093043659027
6.839333333333334,300,32,16.8,0.0,5.080070821903525
7.268666666666668,300,33,18.4,0.0,4.952381739010926
7.709999999999998,300,34,18.0,0.0,4.930804532054919
8.026,300,35,17.2,0.0,4.892142407303096
8.106666666666667,300,36,18.4,0.0,4.7434258599549
7.506666666666667,300,37,19.2,0.0,4.81944210694788
7.536666666666667,300,38,16.0,0.0,5.131821205857516
7.570666666666666,300,39,18.0,0.0,5.1338295864025545
7.053333333333334,300,40,17.6,0.0,5.099995642699664
7.037333333333333,300,41,18.8,0.0,5.204658767766518
7.102666666666667,300,42,19.4,0.0,5.205086572019933
8.005333333333335,300,43,17.6,0.0,4.902921396700361
7.516000000000001,300,44,18.0,0.0,4.8928393937808075
7.408666666666665,300,45,17.2,0.0,4.885549258328643
7.722000000000001,300,46,18.8,0.0,4.988485007160657
7.9,300,47,17.8,0.0,5.10399843260164
7.101333333333334,300,48,16.4,0.0,5.002972272115403
8.122000000000002,300,49,17.8,0.0,4.678623301784404
